Timestamp,Used_Mem(MB),Avail_Mem(MB),GPU0_Util(%),GPU0_MemUsed(MB),GPU0_MemFree(MB),GPU1_Util(%),GPU1_MemUsed(MB),GPU1_MemFree(MB),GPU2_Util(%),GPU2_MemUsed(MB),GPU2_MemFree(MB),GPU3_Util(%),GPU3_MemUsed(MB),GPU3_MemFree(MB)
2025-03-17 01:13:12,47299,138823,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:13:18,47714,138410,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:13:23,48140,137983,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:13:29,48585,137539,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:13:34,49001,137120,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:13:40,49442,136681,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:13:46,49853,136271,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:13:51,50320,135804,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:13:57,50732,135391,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:14:03,51166,134960,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:14:08,51605,134517,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:14:14,51991,134131,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:14:19,52432,133692,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:14:25,52861,133264,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:14:31,53323,132798,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:14:36,53742,132380,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:14:42,54190,131932,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:14:47,54612,131511,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:14:53,55009,131115,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:14:59,55438,130689,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:15:04,55813,130310,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:15:10,56218,129906,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:15:15,56699,129424,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:15:21,57135,128990,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:15:27,57642,128481,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:15:32,58049,128074,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:15:38,58470,127654,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:15:44,58921,127199,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:15:49,59383,126739,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:15:55,59773,126349,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:16:00,60250,125873,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:16:06,60742,125380,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:16:12,61186,124939,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:16:17,61614,124510,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:16:23,62030,124094,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:16:28,62484,123645,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:16:34,62982,123143,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:16:40,63461,122661,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:16:45,63947,122176,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:16:51,64362,121762,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:16:56,64785,121340,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:17:02,65247,120875,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:17:08,68059,118081,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:17:13,25387,160782,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:17:19,13649,172474,0,193,22397,0,193,22397,0,193,22397,0,193,22397
2025-03-17 01:17:25,12952,173168,0,411,22179,0,204,22386,0,204,22386,0,204,22386
2025-03-17 01:17:30,17917,168203,0,2257,20334,0,616,21974,0,616,21974,1,616,21974
2025-03-17 01:17:36,16867,169255,0,2257,20334,0,719,21872,0,719,21872,0,719,21872
2025-03-17 01:17:41,16952,169172,0,2257,20334,0,719,21872,0,719,21872,0,719,21872
2025-03-17 01:17:47,16990,169133,0,2257,20334,0,719,21872,0,719,21872,0,719,21872
2025-03-17 01:17:52,16991,169132,0,2257,20334,0,719,21872,0,719,21872,0,719,21872
2025-03-17 01:17:58,16967,169156,0,2257,20334,0,719,21872,0,719,21872,0,719,21872
